gamma,state,value,rank_within_gamma,num_time_steps,method
0.65,Home,3.588362723735834,3,1000,exact
0.65,Chat,3.062731784151725,4,1000,exact
0.7000000000000001,Computer,6.769889823597731,1,1000,exact
0.7000000000000001,Coffee,5.270911805925733,2,1000,exact
0.7000000000000001,Home,4.268716044240009,3,1000,exact
0.7000000000000001,Chat,3.7840069473617333,4,1000,exact
0.75,Computer,7.8131236630629575,1,1000,exact
0.75,Coffee,6.258634445279527,2,1000,exact
0.75,Home,5.231982424697923,3,1000,exact
0.75,Chat,4.794796785569751,4,1000,exact
0.8,Computer,9.360452117749347,1,1000,exact
0.8,Coffee,7.752266799155384,2,1000,exact
0.8,Home,6.693702645634083,3,1000,exact
0.8,Chat,6.311451993541175,4,1000,exact
0.8500000000000001,Computer,11.915894863230204,1,1000,exact
0.8500000000000001,Coffee,10.256410073543986,2,1000,exact
0.8500000000000001,Home,9.157509030622357,3,1000,exact
0.8500000000000001,Chat,8.838509395871617,4,1000,exact
0.9,Computer,16.99194926322911,1,1000,exact
0.9,Coffee,15.284250960307292,2,1000,exact
0.9,Home,14.135500751544837,3,1000,exact
0.9,Chat,13.88907540714031,4,1000,exact
0.9500000000000001,Computer,32.15223516126836,1,1000,exact
0.9500000000000001,Coffee,30.400223141784544,2,1000,exact
0.9500000000000001,Home,29.190894869484016,3,1000,exact
0.9500000000000001,Chat,29.027484605524847,4,1000,exact
1.0,Computer,1514.7233328092016,1,1000,exact
1.0,Coffee,1512.931863614889,2,1000,exact
1.0,Home,1511.6498730935618,3,1000,exact
1.0,Chat,1511.5811527144149,4,1000,exact
